address,name,social,index,initial_balance_usd,total_usd_sold
0x1ed0d484c0eaaf0c0030c54a4335171914d9dec2,SnowyLedger,https://x.com/SnowyLedger,262,499.9998621378965,82684.17
0xc30283ff1b0062ea920001a4389f29f6f836b779,Ryq_ai,https://x.com/Ryq_ai,263,499.9998621378965,9934.07
0x72698c521e9db7b6838ce916b9d6eac8acaba348,Semenhacker,https://x.com/Semenhacker,264,499.9998621378965,257.9
0x28a2ed4f01e6126357e8e8a15e7a29acaabaf84a,Cryptokinder,https://x.com/Cryptokinder,265,499.9998621378965,19197.51
MASKED,MASKED,MASKED,266,499.9998621378965,12476.24
MASKED,MASKED,MASKED,267,499.9998621378965,0.0
MASKED,MASKED,MASKED,268,499.9998621378965,5606.76
0x62281c4d41f2ef3cf14405b31b24a59d3e06346c,inhuman,https://x.com/inhuman,269,499.9998621378965,70474.03
MASKED,MASKED,MASKED,270,499.9998621378965,0.0
0xcad6d062ecabe827f87ee6184d22d74486785742,AVAX_CHAD_9000,https://x.com/AVAX_CHAD_9000,271,499.9998621378965,4122.01
0xe5d3c70046a5b5b52b95db2649b0635f8f4b3600,PhilOnChain,https://x.com/PhilOnChain,272,499.9998621378965,19083.3
MASKED,MASKED,MASKED,273,499.9998621378965,864.72
0xda71fd263fea89bfd6b2905d63e2b8c22b0b3d7a,AxuETH,https://x.com/AxuETH,274,499.9998621378965,22548.51
MASKED,MASKED,MASKED,275,499.9998621378965,42.95
0x71004384c6dc48bc125cc639d9e3aed90f8fb335,SurfOrDieNJ,https://x.com/SurfOrDieNJ,276,499.9998621378965,8526.96
MASKED,MASKED,MASKED,277,499.9998621378965,10454.98
0x913283dd924a35f7ebe2c2e31447f66c552942be,Steve_The_Ath,https://x.com/Steve_The_Ath,278,499.9998621378965,1014.15
0x380513e6c35180c285aeb33842110d43c7b8c844,goldsmols,https://x.com/goldsmols,279,499.9998621378965,1917.64
0x4e1c9fb3d87ae61e567fe258737001366d5060b6,OutboardLight76,https://x.com/OutboardLight76,280,499.9998621378965,49876.37
MASKED,MASKED,MASKED,281,499.9998621378965,755.05
0xe429918a517b4a109aa8992cc2121e4b6560c1f4,Bente_pro,https://x.com/Bente_pro,282,499.9998621378965,13463.93
MASKED,MASKED,MASKED,283,499.9998621378965,1884.44
0xc19ec062da833a411959799b3e3c32abefcb0285,that_techieboy,https://x.com/that_techieboy,284,499.9998621378965,12132.85
MASKED,MASKED,MASKED,285,499.9998621378965,0.0
0xba2947bbb4e3d002c9bbca86f5c22ffe547dbb98,alexjmingolla,https://x.com/alexjmingolla,286,499.9998621378965,22083.46
0x876a158ae179656f654195290020bbe12b7d3ec0,Bountybeety1,https://x.com/Bountybeety1,287,499.9998621378965,35046.67
MASKED,MASKED,MASKED,288,499.9998621378965,0.0
0xdc667bdc783d413c60da775572cd7450ff4d0074,Bread_Giver,https://x.com/Bread_Giver,289,499.9998621378965,15386.29
0x6ba1687fd175d9843158d5fceab68c3060c1a1a6,Vish_vision,https://x.com/Vish_vision,290,499.9998621378965,26301.24
MASKED,MASKED,MASKED,291,499.9998621378965,370.01
0x902e6273a0097fe75d22b6047812339832d0fc8a,Theo_V3,https://x.com/Theo_V3,292,499.9998621378965,10143.29
0x3e7ce8799eccf8df033820451fb0ddccec212e7e,playmatejaylene,https://x.com/playmatejaylene,293,499.9998621378965,3497.1
0x22d16a2db1655b4c3bb1619c51c81612220022e1,CryptoQuine,https://x.com/CryptoQuine,294,499.9998621378965,609.37
MASKED,MASKED,MASKED,295,499.9998621378965,0.0
MASKED,MASKED,MASKED,296,499.9998621378965,0.0
0xfc6b1aca13455ed4cdf01ce35febaaf5ef01e0e8,lim__web3,https://x.com/lim__web3,297,499.9998621378965,36667.16
MASKED,MASKED,MASKED,298,499.9998621378965,0.0
0xd43a6388ead01b950598ea589abc05103650d1a4,Judou_,https://x.com/Judou_,299,499.9998621378965,189.62
0xff748368eff5a9cce12e021616f2ab6acf480a4f,nnnaaajjj,https://x.com/nnnaaajjj,300,499.9998621378965,0.0
MASKED,MASKED,MASKED,301,499.9998621378965,6521.85
0xc2a09b9b1f21f809d4c48e1ed57de9e2df4850b8,raizukei,https://x.com/raizukei,302,499.9998621378965,1296.81
0xf4c8739e1d4c287925d014bbb9bccd06335fb7d7,inigozepeda,https://x.com/inigozepeda,303,499.9998621378965,35449.08
0x49bfb43fc87d1c6f9ce82dc1b96f07f58df2b7a6,satstackninja,https://x.com/satstackninja,304,499.9998621378965,6592.69
0x04cfc236bafb96ed2cf4966ee4d30aa274b11bcd,daninft_,https://x.com/daninft_,305,499.9998621378965,24301.64
0xda876354f2d5b4396b37921ae95c0493168ac695,kelano_eth,https://x.com/kelano_eth,306,499.9998621378965,27375.28
0x59a7f00433dc8caf7132db43a5f065fcbc8a0fdd,Sang1bitcoin,https://x.com/Sang1bitcoin,307,499.9998621378965,1415.53
0xfaa20e667a6a576d49ab831b9681f27123414af3,sellePLAYS,https://x.com/sellePLAYS,308,499.9998621378965,16837.06
MASKED,MASKED,MASKED,309,499.9998621378965,5144.34
0xbf6656490bdfc34ab6e2b1786b5cecd97dcfc420,Litz911,https://x.com/Litz911,310,499.9998621378965,3592.03
0x36d89738405a8325b7c560cab2dd1b88565effd3,0xSpop,https://x.com/0xSpop,311,499.9998621378965,3699.69
0x3e57efef507b4db7acfa2ee79ceca6b19e18d106,0xSunNFT,https://x.com/0xSunNFT,312,499.9998621378965,29180.33
0x27d235e6137657327dc13c5c9f1263eaf674d91d,EtienneCastig,https://x.com/EtienneCastig,313,499.9998621378965,3205.89
0xe79739834fb7bde7e97b6f7df03befab4b49e159,DanoManoNFT,https://x.com/DanoManoNFT,314,499.9998621378965,7349.05
0x01ff5ea2c4287897985765d1ac406398ecf49f19,Alvin0483021,https://x.com/Alvin0483021,315,499.9998621378965,2685.45
0x73da1af06106a7f3ac717ef0fd637177175d98b7,BR4ted,https://x.com/BR4ted,316,499.9998621378965,2018.8
0xdeb80308be8f24d363596b2f97297224df982a34,0xSumeo,https://x.com/0xSumeo,317,499.9998621378965,18497.81
0x12942981af3c5e5e6003a46607b4560e6589146e,Boksalot,https://x.com/Boksalot,318,499.9998621378965,17998.19
0x414d0be91d3e382c12abf2ba32e02ba93ae59ffd,raphael_edo,https://x.com/raphael_edo,319,499.9998621378965,3663.35
0x2f397d70a61f52e895c2bce2b5f905598e5ee0e9,Coleguin_,https://x.com/Coleguin_,320,499.9998621378965,4923.42
MASKED,MASKED,MASKED,321,499.9998621378965,0.0
MASKED,MASKED,MASKED,322,499.9998621378965,2203.72
0x702ada50fc2ae5e5f2f7032a62ef37ef721f86a0,huntyhepcat,https://x.com/huntyhepcat,323,499.9998621378965,4766.56
MASKED,MASKED,MASKED,324,499.9998621378965,0.0
0x1768a3a729803a7f31eb5649e64394296bd77c50,figurandy,https://x.com/figurandy,325,499.9998621378965,14690.96
0x02ce3ac66d2c40c95609157c6391038d7684d530,itgirl124,https://x.com/itgirl124,326,499.9998621378965,1391.68
0x912de88f43fc0cc8cda1b4bedad334d94d691011,myhilsson,https://x.com/myhilsson,327,499.9998621378965,2933.75
MASKED,MASKED,MASKED,328,499.9998621378965,0.0
MASKED,MASKED,MASKED,329,499.9998621378965,0.0
0xc17983b6b8143de1b2e8a31f514869ee34b56f5f,PePe_Portraits,https://x.com/PePe_Portraits,330,499.9998621378965,1889.98
0x2095ad553c40b04c25e0a301cc03b79814cc2254,0xlords_,https://x.com/0xlords_,331,499.9998621378965,0.0
0x39e052ec6d22d0f1f03da154a94f30dbef7ea572,hushky6,https://x.com/hushky6,332,499.9998621378965,55389.52
MASKED,MASKED,MASKED,333,499.9998621378965,0.0
0xf302d95f99346807d694199333a2ec333f53ef6f,wrongaddr,https://x.com/wrongaddr,334,499.9998621378965,53191.56
0xffe1c71665bc680df5ce221f4fc1ad7fcdc3fe2d,startrackerx,https://x.com/startrackerx,335,499.9998621378965,31816.11
0xb30152bfd4fad45caff7105b2940f8af75079c1c,Mar__uwur,https://x.com/Mar__uwur,336,499.9998621378965,33345.39
MASKED,MASKED,MASKED,337,499.9998621378965,0.0
0x63226ac8f170d704f1fb0edfab7eb80b7f195254,SneakyninjaNFTs,https://x.com/SneakyninjaNFTs,338,499.9998621378965,103235.87
0xa8b1d33de933692d48329987b81360aadf9f75ed,DQNorg,https://x.com/DQNorg,339,499.9998621378965,1463.71
0xea04cef3e0b9f90efde55a0aafe648cc3e674597,kovinsegnocchi,https://x.com/kovinsegnocchi,340,499.9998621378965,1709.99
0xeeb5ec48a9834351f24da7e48602ef235177b28d,AveryBigweapon,https://x.com/AveryBigweapon,341,499.9998621378965,11179.22
MASKED,MASKED,MASKED,342,499.9998621378965,1316.23
MASKED,MASKED,MASKED,343,499.9998621378965,0.0
MASKED,MASKED,MASKED,344,499.9998621378965,0.0
MASKED,MASKED,MASKED,345,499.9998621378965,83.75
0x88896886f994def40213ea82af840c32b8b1942c,snapsnocaps,https://x.com/snapsnocaps,346,499.9998621378965,19929.59
MASKED,MASKED,MASKED,347,499.9998621378965,0.0
MASKED,MASKED,MASKED,348,499.9998621378965,5304.21
MASKED,MASKED,MASKED,349,499.9998621378965,0.0
0x6d9c0669d8631d027eeecc1559b1b9b39c8496f4,JafarTHEdegen,https://x.com/JafarTHEdegen,350,499.9998621378965,5470.34
0x66856af51d80a2e564d3651703b298517f07c7db,DQN0x0000,https://x.com/DQN0x0000,351,499.9998621378965,8435.49
MASKED,MASKED,MASKED,352,499.9998621378965,89437.05
0xe333f47ecba080299273232c2957186c373f5c8d,swannycrypto,https://x.com/swannycrypto,353,499.9998621378965,10121.19
MASKED,MASKED,MASKED,354,499.9998621378965,0.0
MASKED,MASKED,MASKED,355,499.9998621378965,416.13
MASKED,MASKED,MASKED,356,499.9998621378965,0.0
MASKED,MASKED,MASKED,357,499.9998621378965,6692.1
0x3b04bc64d536a2b4d1a79ef15b6104cef6127640,Priggione,https://x.com/Priggione,358,499.9998621378965,1381.06
0x1021a18508283aafc1d1f7cfe0688beb850cea38,necessarygrowth,https://x.com/necessarygrowth,359,499.9998621378965,1367.76
0x96c6e24c415dc13a487f15044931a9a998e80ddc,JesusMartinezEZ,https://x.com/JesusMartinezEZ,360,499.9998621378965,26873.78
0x5f27b0fdbe7ba1983a619761074b009ded561d7d,timorelo,https://x.com/timorelo,361,499.9998621378965,5803.26
0xbcf04fbe4d64645a041a5539320475bedf9150a7,TheBokcast,https://x.com/TheBokcast,362,499.9998621378965,14357.16
0xb826a9a5d5dc9ede69a0d2fc3b7a6d8620e0551e,BeterbievbyKO,https://x.com/BeterbievbyKO,363,499.9998621378965,19071.26
0x38da70f41323424484c6b213ee43ded54c94b4e0,Luckymonkey141,https://x.com/Luckymonkey141,364,499.9998621378965,4080.87
0x464aa1af6c56773942d9d5e708ec789118582ead,Castel7777,https://x.com/Castel7777,365,499.9998621378965,1497.4
MASKED,MASKED,MASKED,366,499.9998621378965,1688.72
MASKED,MASKED,MASKED,367,499.9998621378965,2431.66
MASKED,MASKED,MASKED,368,499.9998621378965,644.54
0x202eef9e711cff0dfe88bb22b7222826b87aaf35,Sk8erboi84_,https://x.com/Sk8erboi84_,369,499.9998621378965,0.0
0x59088be474fb73e038e6375585cbfed7cd7b67ea,arminreiter,https://x.com/arminreiter,370,499.9998621378965,7275.16
MASKED,MASKED,MASKED,371,499.9998621378965,1317.01
0xefca8281b1056036414e48f73086c86138edeee7,0xAlej0lR420,https://x.com/0xAlej0lR420,372,499.9998621378965,7608.8
0x4888c617be971904bdb918fa161af8816e06bbfd,wankidd,https://x.com/wankidd,373,499.9998621378965,31155.8
MASKED,MASKED,MASKED,374,499.9998621378965,0.0
0xc50e5f5e41b77374ad30d24de3a0e55269cc5e9f,erobertcastro,https://x.com/erobertcastro,375,499.9998621378965,10575.29
0xc53cd7a9ec67da95c2e22ab94a5638191d0b2b46,cryptomoonavax,https://x.com/cryptomoonavax,376,499.9998621378965,6738.0
0x058f95898675f49466019f7d9c4c25a13a42188d,rajj_s23,https://x.com/rajj_s23,377,499.9998621378965,21313.29
0x82dcba7a8bf3aa462040038ecb3d5d90901676e8,0itsali0,https://x.com/0itsali0,378,499.9998621378965,38080.08
MASKED,MASKED,MASKED,379,499.9998621378965,4841.47
0xe6a8fce2ac5bc33cf88386e67f7d7dac2c655244,jdackerman,https://x.com/jdackerman,380,499.9998621378965,5422.44
0x48494b48955941d3442f438bf9182b293fadf1b0,akelamate,https://x.com/akelamate,381,499.9998621378965,12946.82
MASKED,MASKED,MASKED,382,499.9998621378965,0.0
0xf989397ce5aba72445b92b16b2985cb51a1b68c8,AvaxCoinbro,https://x.com/AvaxCoinbro,383,499.9998621378965,651.24
MASKED,MASKED,MASKED,384,499.9998621378965,5572.41
0x09db8fc031836d93a9b6147c14f45d04917f511a,agentboff,https://x.com/agentboff,385,499.9998621378965,956.36
0xc68271c55b2b876ed50d49676c317db412d543a3,cryptokelt,https://x.com/cryptokelt,386,499.9998621378965,646.24
0xdb21fd3873458c88b6076eb04a3d8c7457284d4b,PicoSols,https://x.com/PicoSols,387,499.9998621378965,2439.06
0x5b40d152c6df0eb152f14ffe55dd63eedc2bd1ee,ristr8to_,https://x.com/ristr8to_,388,499.9998621378965,849.4
MASKED,MASKED,MASKED,389,499.9998621378965,642.33
MASKED,MASKED,MASKED,390,499.9998621378965,10660.77
MASKED,MASKED,MASKED,391,499.9998621378965,0.0
0x81dc9ebdab3c1e4444bd7f7514cfb2dcf0f000a3,WarewaPain,https://x.com/WarewaPain,392,499.9998621378965,15393.74
0x5c3cb375f7f04e5072d1a4d34ded977982f4c459,WigitalPapi,https://x.com/WigitalPapi,393,499.9998621378965,21565.13
MASKED,MASKED,MASKED,394,499.9998621378965,6633.83
0x1bf1c2cf27c3c9998ff6a88a62454a079a07ec51,icebergy_,https://x.com/icebergy_,395,499.9998621378965,30949.88
0xa7942ba7e770d83d4ab16d8c513f1666e4af8569,Shrmurda1,https://x.com/Shrmurda1,396,499.9998621378965,31365.71
MASKED,MASKED,MASKED,397,499.9998621378965,8225.83
0xada91575fbf685ec4b31b806b199e0ab81061c46,Surgicozo,https://x.com/Surgicozo,398,499.9998621378965,2133.25
0xcb65101e03b4d1f0ca85c01081406bdb3810d245,0xVongXanh,https://x.com/0xVongXanh,399,499.9998621378965,46912.98
MASKED,MASKED,MASKED,400,499.9998621378965,0.0
0x820aea61df38661d85baa2ffd6983d0fde80c02b,SanjebSS,https://x.com/SanjebSS,401,499.9998621378965,3532.96
MASKED,MASKED,MASKED,402,499.9998621378965,0.0
0x4831bd2e5d6ab2568870f963fef1d96bd8c43546,kingfxyo,https://x.com/kingfxyo,403,499.9998621378965,37098.26
0xd89bcf9a80cf367174a83f33aa894e002cc63278,CryptoVeloce,https://x.com/CryptoVeloce,404,499.9998621378965,1419.85
0x73e90546fddce264c7341beedb77649610363260,Seifswahba,https://x.com/Seifswahba,405,499.9998621378965,9819.2
0xa485cf32d76aa53b97a57150133c0c4882174562,DefiWithBeef,https://x.com/DefiWithBeef,406,499.9998621378965,527.92
0x7b48fdef4da873c20de2cc33a23b022d837f1ae2,cycam9,https://x.com/cycam9,407,499.9998621378965,994.84
MASKED,MASKED,MASKED,408,499.9998621378965,0.0
0x2e26aa875360fc8b504ecb02e9b37b48f2942e9c,Cyber_paisa,https://x.com/Cyber_paisa,409,499.9998621378965,20617.8
0xea8261abb433f9460da8d53b9f27698114bfecb0,samcryptohobbit,https://x.com/samcryptohobbit,410,499.9998621378965,2230.99
MASKED,MASKED,MASKED,411,499.9998621378965,1076.87
0xd9be69ed3762fa74391c05aefaa43f392a81ed8d,meSTEEZo,https://x.com/meSTEEZo,412,499.9998621378965,637.87
0x78a9545ed8209d588393dfb480c6579fbebcc709,Duong081998,https://x.com/Duong081998,413,499.9998621378965,2799.19
0x99abe377eca156f580e65297cfd8ef560dbbac2e,fabshab__,https://x.com/fabshab__,414,499.9998621378965,623.29
0x626b1aeadb9fc0b465b40ade4f4bbf0c01c9db40,KennyAVAX,https://x.com/KennyAVAX,415,499.9998621378965,911.74
0xa58ae1622bd182b1b732b785741e37f598d2273d,Cancer_kkkun,https://x.com/Cancer_kkkun,416,499.9998621378965,492.92
0x0bdb121cd6d60105cc6c38a7781456780161bddf,chelsea_boy101,https://x.com/chelsea_boy101,417,499.9998621378965,637.88
MASKED,MASKED,MASKED,418,499.9998621378965,15391.21
0x9c2f43858fbd946b5189803488f0d8e35a608d4f,DRTnky,https://x.com/DRTnky,419,499.9998621378965,15682.95
0xa270b84da426675cd6977974413bc8ee86c0365c,valcoprod,https://x.com/valcoprod,420,499.9998621378965,32075.58
MASKED,MASKED,MASKED,421,499.9998621378965,0.0
0x10de1c7bf8a4df0ae0f19526f3ccfc2bd87ae87c,DaneMcPherson9,https://x.com/DaneMcPherson9,422,499.9998621378965,14399.79
0x87561292779e36cb6d485e7e6676681545d7398f,DTOMithrangeluM,https://x.com/DTOMithrangeluM,423,499.9998621378965,22493.01
0xe224e0367e2285765675253b1ed16fc6ba96de07,lfj_koiyourboy,https://x.com/lfj_koiyourboy,424,499.9998621378965,1688.81
MASKED,MASKED,MASKED,425,499.9998621378965,1642.17
0xae85de4d6d0578dc92e1dc2a19e6700a82bc5690,luke152,https://x.com/luke152,426,499.9998621378965,15604.13
MASKED,MASKED,MASKED,427,499.9998621378965,0.0
0xc9f0ef9eec233341e1e5c4d7e22d145745e36048,SpaceCleaner1,https://x.com/SpaceCleaner1,428,499.9998621378965,3970.97
MASKED,MASKED,MASKED,429,499.9998621378965,88.25
0xb2bf09b4451926e39d81ff82c34fb1f30ef310ef,CapricornCrypto,https://x.com/CapricornCrypto,430,499.9998621378965,0.0
0x611180f89dfb1361ed5483bd00e2c56ea586bb3d,g1raffe_,https://x.com/g1raffe_,431,499.9998621378965,13602.28
0x5d3a4242f7a28fcae519651b4ce4331c172e7b29,throbbingred,https://x.com/throbbingred,432,499.9998621378965,2157.42
0x7d256d765567d2451951e321a224ce81cb3d0406,xdream_S2,https://x.com/xdream_S2,433,499.9998621378965,5979.59
0x84d504adc11880f859d81ccb2ee614eeae2c303e,chifuu20,https://x.com/chifuu20,434,499.9998621378965,22733.89
0xf92db1ae15506324f66717defa0f84de8fac5b0e,0xEntheox,https://x.com/0xEntheox,435,499.9998621378965,12521.99
0xf410e458d0d603789323937ee05774d2178cb553,Nedz_Space,https://x.com/Nedz_Space,436,499.9998621378965,7793.16
0xca00bf72e622cc3af0bcf4c203718d3bbba95041,Keidaten,https://x.com/Keidaten,437,499.9998621378965,13341.78
0xc4bfda35a5057b6979cc787425fc05b108ecd370,Bayo0x,https://x.com/Bayo0x,438,499.9998621378965,1643.28
0x269432960b7282b536c899cd6fa56929fa420399,Dyslexsickk,https://x.com/Dyslexsickk,439,499.9998621378965,8296.34
0x6a86efa012feda64b70112022487fee22e67d2fb,NickS0usa,https://x.com/NickS0usa,440,499.9998621378965,52342.19
0x8c0fc276076d195822a9a3a303d6189abc39d027,Tedz_Nftz,https://x.com/Tedz_Nftz,441,499.9998621378965,1075.15
0x30410f0510f4f59790dbc3edd194d58d9beed593,BKBlocKing,https://x.com/BKBlocKing,442,499.9998621378965,634.65
0x8e54e41bba618c58aaacbebf3397d3add9ee0bc8,TyTunes,https://x.com/TyTunes,443,499.9998621378965,24234.15
0x2c812daf5b0297b935a287ad27340f2b37939f2c,0xid10,https://x.com/0xid10,444,499.9998621378965,17662.04
0x3ecb35b0012b71f04dfa994d6dea750a17cff0b3,0xnacci,https://x.com/0xnacci,445,499.9998621378965,53615.2
0xdd491a3ca9b5bbb12a0e1d9725448c7bb6bbff04,dqn4861,https://x.com/dqn4861,446,499.9998621378965,0.0
0xb45209fba2e15e3c54dced55e0e9f2853d7258ef,CryptoWacks,https://x.com/CryptoWacks,447,499.9998621378965,524.85
0x932522ede00a769e178bf9b0dfff54474ba50f13,Oceanic_9000,https://x.com/Oceanic_9000,448,499.9998621378965,20069.98
MASKED,MASKED,MASKED,449,499.9998621378965,0.0
0xf21733109fc6f75e28099b546d86067fa3087184,OddSorce,https://x.com/OddSorce,450,499.9998621378965,10944.45
MASKED,MASKED,MASKED,451,499.9998621378965,0.0
0xc825a25505703698509ab5ad4de3c53953dfbc48,0xEspi,https://x.com/0xEspi,452,499.9998621378965,1199.62
MASKED,MASKED,MASKED,453,499.9998621378965,0.0
0x69d7f90297c5dbb26ec7ba379dfc416f65338d8c,xWoodchecK,https://x.com/xWoodchecK,454,499.9998621378965,8897.41
0x1413f14ef189685811abac45114aa81f7fc9b160,0xAccess,https://x.com/0xAccess,455,499.9998621378965,2011.06
0xc693d87ea43656cd5494065a531381338e6d56a3,terramaxi,https://x.com/terramaxi,456,499.9998621378965,2838.07
0xcaee7edfc06033cc23f8ba5857cc2347c249eb8b,AkisOnX,https://x.com/AkisOnX,457,499.9998621378965,23893.27
0x9431d1615fa755faa25a74da7f34c8bd6963bd0a,wennyxz,https://x.com/wennyxz,458,499.9998621378965,0.0
0xddffe03665d437d2a247c7eae9e55fbd53b0bfd6,Cactusoda_,https://x.com/Cactusoda_,459,499.9998621378965,69133.93
0xf135267b4c9d89f55ba112864138d9b6573a0428,AVAXGAYS,https://x.com/AVAXGAYS,460,499.9998621378965,4513.27
0xd77e26c9b1a511f98ce53b9dc643074dca5bc55e,KosheenaG,https://x.com/KosheenaG,461,499.9998621378965,24802.65
MASKED,MASKED,MASKED,462,499.9998621378965,0.0
0x735d43db98eec2f9dd06cdd5046db59dcdff0ee0,azzabazazz,https://x.com/azzabazazz,463,499.9998621378965,2742.17
0x7d5856722140ef3c27f9b05972c4dcbb994a23cb,Web3Adam,https://x.com/Web3Adam,464,499.9998621378965,31352.95
0x9b1feea748be8d0d787b73a23ae7d432da8fdd2e,Crypto_Crier,https://x.com/Crypto_Crier,465,499.9998621378965,20956.73
MASKED,MASKED,MASKED,466,499.9998621378965,5338.88
MASKED,MASKED,MASKED,467,499.9998621378965,0.0
MASKED,MASKED,MASKED,468,499.9998621378965,0.0
0x00dfb0d32722d7820df685e1b93f33774e83892e,zoogieNFT,https://x.com/zoogieNFT,469,499.9998621378965,3618.67
MASKED,MASKED,MASKED,470,499.9998621378965,1472.18
MASKED,MASKED,MASKED,471,499.9998621378965,2354.21
0x194d16058be0af7133ebcb1ef9013cd2999eb697,miphguy,https://x.com/miphguy,472,499.9998621378965,0.0
0x3112fe296d845d25c73e42497ae5ae189b2e73df,philcellphone,https://x.com/philcellphone,473,499.9998621378965,6995.84
0x02b914653937cb2b6c463975421893f40dbf6a9b,KruchevKEK,https://x.com/KruchevKEK,474,499.9998621378965,2612.07
0x1594a56a8fdbb7f4117240e74e1a335a2b30f956,rhynelf,https://x.com/rhynelf,475,499.9998621378965,2964.5
0x6243a82915fcb2f94dfa8a1ca0cf40b6735f0ba9,Alden120896,https://x.com/Alden120896,476,499.9998621378965,5018.34
MASKED,MASKED,MASKED,477,499.9998621378965,2490.0
MASKED,MASKED,MASKED,478,499.9998621378965,0.0
MASKED,MASKED,MASKED,479,499.9998621378965,0.0
MASKED,MASKED,MASKED,480,499.9998621378965,0.0
0x5e0ea0e4a570572df9166401dc748bceae5ac391,_CryptoJay_,https://x.com/_CryptoJay_,481,499.9998621378965,533.26
MASKED,MASKED,MASKED,482,499.9998621378965,0.0
0x5ee833a2467ac83b2fbd2142d6d190632425d641,2thxbdzbgy,https://x.com/2thxbdzbgy,483,499.9998621378965,41741.41
0xcf20f8338b5fd0ae523a328782158747eb84649c,Devon_ILV,https://x.com/Devon_ILV,484,499.9998621378965,41242.66
0xc27ca88147ca52d9d856d55fd35b9c4040a07a47,clueless_xn,https://x.com/clueless_xn,485,499.9998621378965,18310.31
0x200c2d80197017133ee0c8aaa6c90bb9554fabeb,Kimegoriuhho,https://x.com/Kimegoriuhho,486,499.9998621378965,23864.24
0x9a4028e7c2220803f4a6a8997aa503bd70202c2c,DorukArdahan,https://x.com/DorukArdahan,487,499.9998621378965,0.0
0x0606bc4e4dc0aea7a321fa95bb07a0aeacaba794,TopGunHatch,https://x.com/TopGunHatch,488,499.9998621378965,1739.96
MASKED,MASKED,MASKED,489,499.9998621378965,317.79
MASKED,MASKED,MASKED,490,499.9998621378965,0.0
MASKED,MASKED,MASKED,491,499.9998621378965,0.0
0x64d65e1c4f2e70dc1114f14c6505678c048da7ec,0xlaplaced,https://x.com/0xlaplaced,492,499.9998621378965,32143.48
0xbe15ee93ce514613e2def07954c20cd279fbad63,kyoshuu257,https://x.com/kyoshuu257,493,499.9998621378965,6717.77
0xab564b226b2592dbb8989da417afb7eabcf38b18,StormingWeb3,https://x.com/StormingWeb3,494,499.9998621378965,8871.23
0xc6eae0f05a54b67bcfcae6893faa528efa2f6442,zaknafion,https://x.com/zaknafion,495,499.9998621378965,6296.75
0x807b755d5374769dd5282a05ebaca84ca70af607,0xJarry,https://x.com/0xJarry,496,499.9998621378965,2310.43
0xcfed01b111deaca96d9595f9530fff2722e77e43,harry_avax,https://x.com/harry_avax,497,499.9998621378965,619.75
0xf1a24eba326c03e74782cf0ed47c6b7e8ad27f2c,gribbly_fire,https://x.com/gribbly_fire,498,499.9998621378965,25911.84
0x20d0a92098f47b50b058508fc08ab65550d19b1e,joseph_k17,https://x.com/joseph_k17,499,499.9998621378965,69492.08
MASKED,MASKED,MASKED,500,499.9998621378965,0.0
0xd427b458dbecaf81af0b8db53c10404249e81b00,Zencimsizencefi,https://x.com/Zencimsizencefi,501,499.9998621378965,1166.28
0xc61a6f30ba0f5a3396966ccd3711782445ff5a85,gtreece,https://x.com/gtreece,502,499.9998621378965,1386.62
0x2b54500d869fb696eba40a3c392e5529e2cb56e4,NotWarh0l,https://x.com/NotWarh0l,503,499.9998621378965,3673.9
MASKED,MASKED,MASKED,504,499.9998621378965,38023.52
MASKED,MASKED,MASKED,505,499.9998621378965,0.0
0xc64e917054073e919bd1bf2f2751cdef61fbacf7,TGIFresco,https://x.com/TGIFresco,506,499.9998621378965,3256.49
0x7e1977dc3e7232f1983fb35c98be416e3e11e298,KrazyNub88,https://x.com/KrazyNub88,507,499.9998621378965,4592.23
0xc7d75ccdad8c368382e490ffd64b7ee2c2a0bb62,WojakSatoshi,https://x.com/WojakSatoshi,508,499.9998621378965,2146.93
0x4943e71e681bf92a643c13c97982319f0fa1fe98,PixOnChain,https://x.com/PixOnChain,509,499.9998621378965,28801.59
MASKED,MASKED,MASKED,510,499.9998621378965,0.0
0x91628cca6e3476dc8dd32610b10162c30e2770cc,TheOneWhiz,https://x.com/TheOneWhiz,511,499.9998621378965,16293.82
0x396e4f18d72799825cd814846ec114f73389a625,thejasich,https://x.com/thejasich,512,499.9998621378965,26081.63
MASKED,MASKED,MASKED,513,499.9998621378965,6558.95
0xd3d1baf9329489846272223b186d41a8ceab5a51,bas_ornstein,https://x.com/bas_ornstein,514,499.9998621378965,45457.62
0x14832cf91d6ed5e9842bcd7bcd70b71c95d1b915,EdC,https://x.com/EdC,515,499.9998621378965,0.0
0xddfd07ee29be6459876d24bfc1bfd9fd6fae11d2,lonelyrooster_,https://x.com/lonelyrooster_,516,499.9998621378965,4517.41
0x33acf5cf7116b4c33d66ee2fd64fdde9e37d6203,SolanaPermaBull,https://x.com/SolanaPermaBull,517,499.9998621378965,541.83
0x5cc259691d0e46a866da779329383d17c9cbc0c8,wizardofsoho,https://x.com/wizardofsoho,518,499.9998621378965,15869.7
MASKED,MASKED,MASKED,519,499.9998621378965,0.0
0x879a482737d0674695e7afd4b9dea18cb55fc332,Patrick_DefiGuy,https://x.com/Patrick_DefiGuy,520,499.9998621378965,0.0
0x30a26c2837e9ad41ea5955949f00402dbf86f124,0xSensei_,https://x.com/0xSensei_,521,499.9998621378965,13047.68
MASKED,MASKED,MASKED,522,499.9998621378965,0.0
